WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
106	12601156	4529	12606943	18359	12612746	660571	12601156	0.87235	12606943	1.08235	12612746	1.21628	12601156	5191.72350547372	12606943	16962.1656580589	12612746	543107.672575394	12617723	92829	12623510	2255334	12629298	1471295	12617723	0.87278	12623510	1.08278	12629298	1.21651	12617723	106360.136575082	12623510	2082910.65590425	12629298	1209439.29766299	12634274	23794	12640047	301780	12645850	4067296	12634274	0.87298	12640047	1.08293	12645850	1.21667	12634274	27256.0654310523	12640047	278669.904795324	12645850	3342973.85486615	12650811	87816	12656598	2399800	12662401	4500306	12650811	0.87212	12656598	1.08285	12662401	1.2161	12650811	100692.565243315	12656598	2216188.76113959	12662401	3700605.21338706
107	12721167	4564	12726954	18077	12732757	661062	12721167	0.8727	12726954	1.08232	12732757	1.21609	12721167	5229.74676291968	12726954	16702.0844112647	12732757	543596.279880601	12737734	93279	12743506	2253334	12749309	1467065	12737734	0.87305	12743506	1.08262	12749309	1.21671	12737734	106842.677968043	12743506	2081371.11821322	12749309	1205763.9042993	12754286	23888	12760073	299947	12765876	4093596	12754286	0.87318	12760073	1.08264	12765876	1.2161	12754286	27357.4749765226	12760073	277051.466784896	12765876	3366167.25598224	12770853	87761	12776640	2397297	12782444	4497865	12770853	0.87259	12776640	1.08298	12782444	1.21705	12770853	100575.298823044	12776640	2213611.51637149	12782444	3695710.94038864
108	12841178	4492	12846965	18464	12852768	661253	12841178	0.87282	12846965	1.08333	12852768	1.21707	12841178	5146.53651382874	12846965	17043.7447499839	12852768	543315.503627565	12857745	93532	12863532	2254465	12869336	1459404	12857745	0.87242	12863532	1.08279	12869336	1.2155	12857745	107209.830127691	12863532	2082088.86302977	12869336	1200661.45619087	12874297	24114	12880069	299611	12885872	4119315	12874297	0.87244	12880069	1.08379	12885872	1.21649	12874297	27639.7230755124	12880069	276447.466760166	12885872	3386230.0553231	12890848	87922	12896636	2393907	12902423	4500562	12890848	0.87243	12896636	1.08313	12902423	1.21684	12890848	100778.285936981	12896636	2210175.14056484	12902423	3698565.13592584
109	12961189	4628	12966961	18571	12972779	660761	12961189	0.87291	12966961	1.08299	12972779	1.21681	12961189	5301.8066009096	12966961	17147.8961024571	12972779	543027.25980227	12977756	92860	12983528	2250661	12989331	1455962	12977756	0.87274	12983528	1.08257	12989331	1.21634	12977756	106400.531658913	12983528	2078998.12483257	12989331	1197002.48285841	12994308	24196	13000080	298396	13005883	4144244	12994308	0.87219	13000080	1.08278	13005883	1.21656	12994308	27741.6617938752	13000080	275583.220968248	13005883	3406526.59959229	13010859	88227	13016631	2395220	13022434	4493211	13010859	0.87248	13016631	1.0835	13022434	1.21664	13010859	101122.088758482	13016631	2210632.21042917	13022434	3693131.08232509
110	13081200	4592	13086972	18471	13092790	661785	13081200	0.87297	13086972	1.08344	13092790	1.21725	13081200	5260.20367252025	13086972	17048.4752270546	13092790	543672.211953173	13097751	92942	13103539	2255970	13109342	1451990	13097751	0.87274	13103539	1.08344	13109342	1.21702	13097751	106494.488622041	13103539	2082228.82670014	13109342	1193069.95776569	13114319	24436	13120106	295313	13125894	4163741	13114319	0.87305	13120106	1.08249	13125894	1.21706	13114319	27989.2331481588	13120106	272808.986688099	13125894	3421146.86211033	13130870	88185	13136658	2395599	13142461	4487386	13130870	0.87314	13136658	1.08282	13142461	1.21712	13130870	100997.54907575	13136658	2212370.4770876	13142461	3686888.72091495
111	13201211	4495	13206998	18285	13212802	659768	13201211	0.87285	13206998	1.08228	13212802	1.21632	13201211	5149.79664318039	13206998	16894.8885685774	13212802	542429.623783215	13217778	92559	13223550	2256461	13229353	1449587	13217778	0.87322	13223550	1.08345	13229353	1.21692	13217778	105997.34316667	13223550	2082662.79016106	13229353	1191193.3405647	13234330	24304	13240117	296008	13245905	4177142	13234330	0.87279	13240117	1.08314	13245905	1.21684	13234330	27846.3318782296	13240117	273286.92505124	13245905	3432778.34390717	13250881	88023	13256669	2389298	13262456	4487058	13250881	0.87356	13256669	1.08285	13262456	1.2178	13250881	100763.542286735	13256669	2206490.28027889	13262456	3684560.68319921
112	13321222	4597	13327009	18153	13332813	659591	13321222	0.87271	13327009	1.08191	13332813	1.21748	13321222	5267.5000859392	13327009	16778.6599624738	13332813	541767.421230739	13337789	92764	13343561	2260249	13349364	1442910	13337789	0.8733	13343561	1.08329	13349364	1.21652	13337789	106222.374899805	13343561	2086467.15099373	13349364	1186096.40614211	13354356	24201	13360128	294350	13365931	4194150	13354356	0.87307	13360128	1.08302	13365931	1.21763	13354356	27719.4268500807	13360128	271786.301268675	13365931	3444519.27104293	13370908	88073	13376695	2387934	13382514	4488302	13370908	0.87295	13376695	1.08286	13382514	1.21817	13370908	100891.230883785	13376695	2205210.27649004	13382514	3684462.75971334
113	13441233	4412	13447020	17901	13452824	658556	13441233	0.87299	13447020	1.08354	13452824	1.21676	13441233	5053.89523362238	13447020	16520.8483304723	13452824	541237.384529406	13457800	93108	13463588	2255809	13469391	1437392	13457800	0.87262	13463588	1.08288	13469391	1.21665	13457800	106699.365130297	13463588	2083156.95183215	13469391	1181434.26622283	13474367	24293	13480155	292467	13485958	4202418	13474367	0.8736	13480155	1.08298	13485958	1.21731	13474367	27807.9212454212	13480155	270057.618792591	13485958	3452216.77304877	13490934	88104	13496722	2392749	13502525	4486266	13490934	0.8735	13496722	1.08403	13502525	1.21767	13490934	100863.194046938	13496722	2207271.93896848	13502525	3684303.62906206
114	13561244	4441	13567031	17821	13572835	658182	13561244	0.87282	13567031	1.08354	13572835	1.21811	13561244	5088.10522215348	13567031	16447.0162615132	13572835	540330.512022724	13577811	92356	13583583	2255284	13589402	1431696	13577811	0.87339	13583583	1.0833	13589402	1.21707	13577811	105744.283767847	13583583	2081864.67275916	13589402	1176346.47144371	13594363	24175	13600150	292721	13605953	4211411	13594363	0.87289	13600150	1.08388	13605953	1.21758	13594363	27695.3568032627	13600150	270067.719673765	13605953	3458837.20166231	13610914	88453	13616702	2391018	13622505	4482763	13610914	0.87343	13616702	1.08327	13622505	1.21721	13610914	101270.851699621	13616702	2207222.57608906	13622505	3682818.08397894
115	13681255	4438	13687042	17988	13692846	659957	13681255	0.87386	13687042	1.0836	13692846	1.21787	13681255	5078.61671205914	13687042	16600.2214839424	13692846	541894.455073202	13697822	92352	13703610	2255675	13709413	1427362	13697822	0.87341	13703610	1.08321	13709413	1.21759	13697822	105737.282604962	13703610	2082398.61153424	13709413	1172284.59497861	13714389	24492	13720161	290484	13725980	4222878	13714389	0.87355	13720161	1.08353	13725980	1.21923	13714389	28037.3189857478	13720161	268090.408202819	13725980	3463561.42811447	13730956	88079	13736744	2391930	13742547	4479301	13730956	0.8733	13736744	1.08373	13742547	1.21687	13730956	100857.666323142	13736744	2207127.23648879	13742547	3681002.07910459
116	13801266	4605	13807053	18015	13812857	659804	13801266	0.8735	13807053	1.08288	13812857	1.21727	13801266	5271.89467658844	13807053	16636.1923758865	13812857	542035.867145333	13817817	92729	13823605	2247088	13829408	1424072	13817817	0.87397	13823605	1.08411	13829408	1.21678	13817817	106100.895911759	13823605	2072749.07527834	13829408	1170361.11704663	13834385	24476	13840157	290312	13845960	4222064	13834385	0.87313	13840157	1.08386	13845960	1.21724	13834385	28032.4808447768	13840157	267850.09134021	13845960	3468555.09184713	13850936	88583	13856708	2383987	13862511	4478850	13850936	0.87357	13856708	1.08351	13862511	1.21756	13850936	101403.436473322	13856708	2200244.5755	13862511	3678545.61582181
117	13921277	4491	13927064	18041	13932868	659797	13921277	0.87311	13927064	1.08353	13932868	1.2171	13921277	5143.68178121886	13927064	16650.2081160651	13932868	542105.825322488	13937844	92059	13943632	2247522	13949435	1420859	13937844	0.87278	13943632	1.08356	13949435	1.21777	13937844	105477.898210316	13943632	2074201.70548931	13949435	1166771.22937829	13954396	24703	13960168	287791	13965986	4228235	13954396	0.87353	13960168	1.08372	13965986	1.21712	13954396	28279.5095760878	13960168	265558.446831285	13965986	3473967.23412646	13970963	87810	13976750	2389910	13982554	4480841	13970963	0.87367	13976750	1.08368	13982554	1.21814	13970963	100507.056440075	13976750	2205365.052414	13982554	3678428.58784705
118	14041288	4556	14047075	17926	14052879	659914	14041288	0.8732	14047075	1.08352	14052879	1.217	14041288	5217.59047182776	14047075	16544.226225635	14052879	542246.507806081	14057855	92242	14063627	2249138	14069430	1411788	14057855	0.87315	14063627	1.08379	14069430	1.21704	14057855	105642.787608086	14063627	2075252.58583305	14069430	1160017.7479787	14074422	24751	14080210	285407	14086013	4229249	14074422	0.87275	14080210	1.08318	14086013	1.21737	14074422	28359.782297336	14080210	263489.909341014	14086013	3474086.76080403	14090974	88196	14096761	2389675	14102565	4474461	14090974	0.87267	14096761	1.08314	14102565	1.21821	14090974	101064.549027697	14096761	2206247.57649057	14102565	3672980.02807398
119	14161299	4457	14167086	18117	14172890	659895	14161299	0.87258	14167086	1.08227	14172890	1.21744	14161299	5107.8411148548	14167086	16739.815388027	14172890	542034.925745827	14177866	92197	14183654	2251555	14189457	1409035	14177866	0.87328	14183654	1.08299	14189457	1.21683	14177866	105575.531330158	14183654	2079017.35011404	14189457	1157955.50734285	14194418	24381	14200205	284927	14205993	4231031	14194418	0.87327	14200205	1.08305	14205993	1.21698	14194418	27919.2002473462	14200205	263078.343566779	14205993	3476664.36588933	14210969	87996	14216757	2392785	14222544	4469808	14210969	0.8727	14216757	1.08366	14222544	1.21747	14210969	100831.900996906	14216757	2208058.80073086	14222544	3671390.67081735
120	14281310	4387	14287097	17838	14292901	658323	14281310	0.87259	14287097	1.0833	14292901	1.21693	14281310	5027.5616268809	14287097	16466.3528108557	14292901	540970.310535528	14297877	92219	14303649	2248933	14309452	1403723	14297877	0.87315	14303649	1.08358	14309452	1.21814	14297877	105616.446200538	14303649	2075465.58629727	14309452	1152349.48363899	14314429	24906	14320216	282861	14326004	4232916	14314429	0.87337	14320216	1.08394	14326004	1.21736	14314429	28517.1233268832	14320216	260956.325995904	14326004	3477127.55470855	14330996	87876	14336783	2387052	14342587	4472742	14330996	0.87324	14336783	1.08322	14342587	1.21779	14330996	100632.128624433	14336783	2203663.15245287	14342587	3672835.21789471
121	14401321	4522	14407108	17932	14412912	660555	14401321	0.87384	14407108	1.08387	14412912	1.21847	14401321	5174.86038634075	14407108	16544.4195337079	14412912	542118.394379837	14417888	92968	14423676	2253525	14429463	1401664	14417888	0.87396	14423676	1.08436	14429463	1.21793	14417888	106375.577829649	14423676	2078207.42188941	14429463	1150857.60265368	14434440	25056	14440227	281712	14446015	4235136	14434440	0.87368	14440227	1.08407	14446015	1.21795	14434440	28678.6924274334	14440227	259865.137860101	14446015	3477265.89761484	14451007	88386	14456779	2384967	14462582	4468022	14451007	0.87318	14456779	1.08408	14462582	1.21747	14451007	101223.11550883	14456779	2199991.69802967	14462582	3669923.69421834
122	14521332	4359	14527119	17840	14532923	658878	14521332	0.87311	14527119	1.08344	14532923	1.21692	14521332	4992.49808157048	14527119	16466.071033006	14532923	541430.82536239	14537883	92009	14543671	2255546	14549474	1400335	14537883	0.87278	14543671	1.08326	14549474	1.21713	14537883	105420.610004812	14543671	2082183.40933848	14549474	1150522.1299286	14554451	25262	14560238	280594	14566026	4232441	14554451	0.87299	14560238	1.08327	14566026	1.21734	14554451	28937.3303245169	14560238	259024.989153212	14566026	3476794.48633907	14571002	88673	14576790	2379373	14582609	4463222	14571002	0.87337	14576790	1.08309	14582609	1.21731	14571002	101529.706768036	14576790	2196837.75124874	14582609	3666462.93877484
123	14641343	4413	14647130	17461	14652934	658361	14641343	0.8732	14647130	1.08367	14652934	1.21794	14641343	5053.82501145213	14647130	16112.8387793332	14652934	540552.900799711	14657926	91855	14663698	2254788	14669501	1398858	14657926	0.87301	14663698	1.08322	14669501	1.21813	14657926	105216.435092382	14663698	2081560.53248648	14669501	1148365.11702363	14674477	24763	14680265	279023	14686068	4238184	14674477	0.87276	14680265	1.08387	14686068	1.21877	14674477	28373.2068380769	14680265	257432.164373956	14686068	3477427.24221962	14691045	87676	14696832	2384424	14702635	4457428	14691045	0.87312	14696832	1.08377	14702635	1.21652	14691045	100416.895730255	14696832	2200119.95165026	14702635	3664081.14950843
124	14761354	4267	14767141	17858	14772945	657636	14761354	0.87334	14767141	1.0836	14772945	1.21748	14761354	4885.84056610255	14767141	16480.2510151347	14772945	540161.645365838	14777921	92815	14783709	2251543	14789512	1396011	14777921	0.87277	14783709	1.08338	14789512	1.2178	14777921	106345.314343985	14783709	2078257.85966143	14789512	1146338.47922483	14794488	24691	14800260	276248	14806064	4238088	14794488	0.87305	14800260	1.08404	14806064	1.21801	14794488	28281.3126395968	14800260	254831.925021217	14806064	3479518.2305564	14811040	87905	14816828	2383493	14822631	4460226	14811040	0.87366	14816828	1.0838	14822631	1.21784	14811040	100616.944806904	14816828	2199200.03690718	14822631	3662407.21277015
125	14881365	4350	14887137	17258	14892940	656830	14881365	0.87313	14887137	1.08334	14892940	1.21696	14881365	4982.07597952195	14887137	15930.3635054554	14892940	539730.147252169	14897916	92410	14903704	2248383	14909507	1389560	14897916	0.87289	14903704	1.0843	14909507	1.21706	14897916	105866.718601427	14903704	2073580.18998432	14909507	1141735.00073949	14914484	24794	14920271	274417	14926059	4236513	14914484	0.87261	14920271	1.08271	14926059	1.21858	14914484	28413.6097454762	14920271	253453.83343647	14926059	3476598.1716424	14931035	88158	14936807	2380067	14942611	4455918	14931035	0.8729	14936807	1.08328	14942611	1.21714	14931035	100994.386527666	14936807	2197093.0876597	14942611	3660974.08679363
126	15001376	4286	15007163	17338	15012967	657850	15001376	0.8733	15007163	1.08284	15012967	1.21668	15001376	4907.82090919501	15007163	16011.5991282184	15012967	540692.704737482	15017943	92809	15023731	2251951	15029534	1388138	15017943	0.87258	15023731	1.08333	15029534	1.21724	15017943	106361.59435238	15023731	2078730.39609353	15029534	1140397.94945943	15034510	25124	15040282	272142	15046086	4230961	15034510	0.87289	15040282	1.08366	15046086	1.21732	15034510	28782.5499203794	15040282	251132.273960467	15046086	3475635.82295535	15051046	87918	15056818	2381812	15062637	4453913	15051046	0.87346	15056818	1.08355	15062637	1.21689	15051046	100654.866851373	15056818	2198156.06109547	15062637	3660078.56092169
127	15121387	4189	15127174	17419	15132978	656769	15121387	0.87341	15127174	1.08305	15132978	1.21733	15121387	4796.14384996737	15127174	16083.283320253	15132978	539515.989912349	15137954	92552	15143742	2253381	15149545	1385669	15137954	0.8734	15143742	1.08282	15149545	1.21844	15137954	105967.483398214	15143742	2081030.08810329	15149545	1137248.44883622	15154521	24858	15160293	271255	15166097	4227281	15154521	0.87355	15160293	1.08397	15166097	1.2178	15154521	28456.2990097877	15160293	250242.16537358	15166097	3471244.04664148	15171073	88435	15176861	2381072	15182664	4453962	15171073	0.87382	15176861	1.08307	15182664	1.21702	15171073	101205.053672381	15176861	2198447.00711865	15182664	3659727.8598544
128	15241398	4335	15247185	17381	15252989	655522	15241398	0.87397	15247185	1.08372	15252989	1.21742	15241398	4960.12448939895	15247185	16038.2755693353	15252989	538451.80792167	15257965	92169	15263753	2249385	15269556	1380800	15257965	0.87371	15263753	1.08408	15269556	1.21803	15257965	105491.524647766	15263753	2074925.28226699	15269556	1133633.81854306	15274532	25094	15280320	268500	15286139	4219769	15274532	0.87401	15280320	1.08435	15286139	1.21745	15274532	28711.3419754923	15280320	247613.777839259	15286139	3466071.70725697	15291115	88071	15296903	2386084	15302706	4454786	15291115	0.87347	15296903	1.08395	15302706	1.21835	15291115	100828.877923684	15296903	2201286.03717884	15302706	3656409.07785119
129	15361409	4423	15367196	17309	15372984	657860	15361409	0.87372	15367196	1.08276	15372984	1.21729	15361409	5062.26250972852	15367196	15985.9987439506	15372984	540429.971494057	15377961	91870	15383764	2249086	15389567	1374739	15377961	0.87283	15383764	1.08404	15389567	1.2172	15377961	105255.318905171	15383764	2074726.02486993	15389567	1129427.37430168	15394543	25250	15400315	267649	15406119	4217163	15394543	0.87319	15400315	1.08399	15406119	1.2171	15394543	28916.9596536836	15400315	246910.949363002	15406119	3464927.28617205	15411095	88225	15416883	2386137	15422686	4454868	15411095	0.87305	15416883	1.08389	15422686	1.21821	15411095	101053.776988718	15416883	2201456.78989565	15422686	3656896.59418327
130	15481420	4417	15487208	17508	15493011	657437	15481420	0.87399	15487208	1.08433	15493011	1.21863	15481420	5053.83356788979	15487208	16146.3761032158	15493011	539488.606057622	15497987	92214	15503759	2249633	15509578	1376185	15497987	0.87406	15503759	1.08443	15509578	1.21975	15497987	105500.766537766	15503759	2074484.29128667	15509578	1128251.69092027	15514554	25109	15520342	265443	15526161	4219918	15514554	0.87401	15520342	1.0848	15526161	1.21814	15514554	28728.5042505235	15520342	244693.030973451	15526161	3464230.71239759	15531122	88371	15536909	2379679	15542712	4446442	15531122	0.874	15536909	1.08469	15542712	1.21759	15531122	101110.983981693	15536909	2193879.35723571	15542712	3651838.46779294
131	15601431	4332	15607219	17431	15613022	658762	15601431	0.87307	15607219	1.08429	15613022	1.2183	15601431	4961.80145921862	15607219	16075.9575390348	15613022	540722.317984076	15618014	91560	15623786	2246302	15629589	1373194	15618014	0.87369	15623786	1.08366	15629589	1.21854	15618014	104796.895924184	15623786	2072884.48406327	15629589	1126917.45859799	15634565	24966	15640337	263954	15646141	4218658	15634565	0.87336	15640337	1.08384	15646141	1.21866	15634565	28586.1500412201	15640337	243535.946265131	15646141	3461718.60896394	15651117	88227	15656920	2382093	15662723	4446631	15651117	0.87365	15656920	1.08314	15662723	1.21791	15651117	100986.665140502	15656920	2199247.55802574	15662723	3651034.14866452
