WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
29	3360323	21059	3366111	9294	3371914	4116170	3360323	0.84667	3366111	1.03536	3371914	1.10823	3360323	24872.736721509	3366111	8976.58785350023	3371914	3714183.87879772	3376891	20934	3382663	12916	3388466	3833915	3376891	0.84596	3382663	1.03494	3388466	1.10776	3376891	24745.8508676533	3382663	12479.9505285331	3388466	3460961.76067018	3393458	23507	3399245	19885	3405033	3410369	3393458	0.8462	3399245	1.03488	3405033	1.10765	3393458	27779.484755377	3399245	19214.7881880025	3405033	3078922.94497359	3409994	27683	3415781	9873	3421585	2006440	3409994	0.84697	3415781	1.03413	3421585	1.10778	3409994	32684.7468033106	3415781	9547.1555800528	3421585	1811226.05571503
30	3480334	20885	3486138	9301	3491941	4105795	3480334	0.84647	3486138	1.03493	3491941	1.10772	3480334	24673.0539771049	3486138	8987.08125187211	3491941	3706527.82291554	3496917	20998	3502705	12650	3508508	3830279	3496917	0.84611	3502705	1.03545	3508508	1.10937	3496917	24817.1041590337	3502705	12216.9105219953	3508508	3452661.42044584	3513469	23115	3519272	18719	3525091	3405432	3513469	0.84652	3519272	1.03508	3525091	1.10863	3513469	27305.9112602183	3519272	18084.5924952661	3525091	3071748.01331373	3530067	28149	3535839	9552	3541627	2006112	3530067	0.84666	3535839	1.03505	3541627	1.10897	3530067	33247.1121819857	3535839	9228.53968407323	3541627	1808986.71740444
31	3600345	24280	3606117	9440	3611921	3945874	3600345	0.85129	3606117	1.0351	3611921	1.10855	3600345	28521.4204325201	3606117	9119.89179789393	3611921	3559491.22727888	3616897	20261	3622685	12919	3628488	3682840	3616897	0.8467	3622685	1.03535	3628488	1.10811	3616897	23929.3728593363	3622685	12477.9060221181	3628488	3323532.86226097	3633464	23185	3639252	18390	3645040	3397233	3633464	0.84616	3639252	1.03496	3645040	1.10719	3633464	27400.2552708708	3639252	17768.80265904	3645040	3068337.8643232	3650016	28394	3655804	9130	3661591	2001521	3650016	0.84604	3655804	1.03475	3661591	1.10714	3650016	33561.060942745	3655804	8823.38729161633	3661591	1807830.0847228
32	3720356	19480	3726144	9193	3731947	3937465	3720356	0.84558	3726144	1.03426	3731947	1.108	3720356	23037.4417559545	3726144	8888.48065283391	3731947	3553668.77256318	3736924	19852	3742711	13179	3748514	3658043	3736924	0.84645	3742711	1.03457	3748514	1.10694	3736924	23453.2459093863	3742711	12738.6257092319	3748514	3304644.33483296	3753491	22459	3759263	19389	3765051	3260088	3753491	0.84673	3759263	1.03417	3765051	1.10683	3753491	26524.3938445549	3759263	18748.3682566696	3765051	2945427.93382904	3770027	27148	3775799	9996	3781602	1914283	3770027	0.84663	3775799	1.03428	3781602	1.10696	3770027	32065.9556122509	3775799	9664.6942800789	3781602	1729315.42241815
33	3840367	19375	3846155	9847	3851958	3913258	3840367	0.84632	3846155	1.03476	3851958	1.10749	3840367	22893.2318744683	3846155	9516.21632069272	3851958	3533447.7060741	3856935	19880	3862722	14158	3868510	3643765	3856935	0.84601	3862722	1.03438	3868510	1.10707	3856935	23498.5402063805	3862722	13687.4262843442	3868510	3291359.17331334	3873486	22430	3879274	19880	3885062	3243463	3873486	0.84623	3879274	1.03441	3885062	1.10719	3873486	26505.7962965151	3879274	19218.685047515	3885062	2929454.74579792	3890038	26327	3895810	9682	3901613	1908822	3890038	0.8465	3895810	1.03433	3901613	1.10796	3890038	31101.0041346722	3895810	9360.64892249089	3901613	1722825.733781
34	3960378	19388	3966166	10195	3971969	3884063	3960378	0.84673	3966166	1.03518	3971969	1.10666	3960378	22897.4997933225	3966166	9848.52875828358	3971969	3509716.62479894	3976946	19563	3982733	15057	3988537	3607529	3976946	0.8462	3982733	1.03444	3988537	1.1084	3976946	23118.6480737414	3982733	14555.7016356676	3988537	3254717.61097077	3993513	22064	3999301	22171	4005088	3207945	3993513	0.84663	3999301	1.03504	4005088	1.10783	3993513	26060.9711444196	3999301	21420.4281960117	4005088	2895701.50654884	4010080	25919	4015868	10378	4021671	1897059	4010080	0.84604	4015868	1.03485	4021671	1.10788	4010080	30635.6673443336	4015868	10028.5065468425	4021671	1712332.56309348
35	4080389	19309	4086177	10943	4091980	3843899	4080389	0.84707	4086177	1.0348	4091980	1.10773	4080389	22795.0464542482	4086177	10574.9903362969	4091980	3470068.5185018	4096972	19370	4102744	16544	4108548	3539401	4096972	0.84696	4102744	1.03466	4108548	1.10829	4096972	22870.0292811939	4102744	15989.7937486711	4108548	3193569.37263713	4113524	21505	4119312	24992	4125099	3120817	4113524	0.84694	4119312	1.03546	4125099	1.10826	4113524	25391.4090726616	4119312	24136.132733278	4125099	2815961.05606988	4130076	26277	4135863	11372	4141666	1871721	4130076	0.84769	4135863	1.03633	4141666	1.10807	4130076	30998.3602496196	4135863	10973.3386083583	4141666	1689172.16421345
36	4200400	18929	4206188	11859	4211991	3773648	4200400	0.84695	4206188	1.03572	4211991	1.10834	4200400	22349.6074148415	4206188	11450.0057930715	4211991	3404774.70812206	4216968	19247	4222755	18242	4228559	3440066	4216968	0.84751	4222755	1.03527	4228559	1.10947	4216968	22710.0565185072	4222755	17620.5241144822	4228559	3100639.04386779	4233535	20837	4239323	28949	4245141	2980459	4233535	0.8474	4239323	1.0356	4245141	1.10907	4233535	24589.3320745811	4239323	27953.843182696	4245141	2687349.7615119	4250118	25620	4255890	12885	4261693	1834567	4250118	0.84685	4255890	1.0347	4261693	1.10873	4250118	30253.2916100844	4255890	12452.8848941722	4261693	1654656.22829724
37	4320411	18625	4326199	12966	4332002	3688678	4320411	0.84692	4326199	1.03479	4332002	1.10833	4320411	21991.4513767534	4326199	12530.0785666657	4332002	3328140.53576101	4336963	18768	4342751	19962	4348554	3301790	4336963	0.84731	4342751	1.03541	4348554	1.10891	4336963	22150.0985471669	4342751	19279.3193034643	4348554	2977509.44621295	4353546	19696	4359318	33691	4365106	2793106	4353546	0.84594	4359318	1.03548	4365106	1.10864	4353546	23282.975151902	4359318	32536.6013829335	4365106	2519398.54235821	4370082	25602	4375870	14344	4381673	1778592	4370082	0.84729	4375870	1.03456	4381673	1.10932	4370082	30216.3367914173	4375870	13864.8314259202	4381673	1603317.34756427
38	4440422	18226	4446210	14195	4452013	3572872	4440422	0.84683	4446210	1.0354	4452013	1.10859	4440422	21522.6196521144	4446210	13709.6774193548	4452013	3222897.55455128	4456990	18391	4462777	22312	4468581	3131478	4456990	0.84673	4462777	1.03513	4468581	1.10857	4456990	21720.0288167421	4462777	21554.7805589636	4468581	2824790.49586404	4473557	18292	4479329	39952	4485132	2559113	4473557	0.84715	4479329	1.03512	4485132	1.10787	4473557	21592.3980404887	4479329	38596.4912280702	4485132	2309939.79438021	4490093	24850	4495881	16387	4501684	1704942	4490093	0.84718	4495881	1.03519	4501684	1.10922	4490093	29332.6093628273	4495881	15829.9442614399	4501684	1537063.8827284
39	4560434	18104	4566221	15891	4572040	3441759	4560434	0.8472	4566221	1.03512	4572040	1.10856	4560434	21369.2162417375	4566221	15351.843264549	4572040	3104711.51764451	4577016	17819	4582788	25119	4588592	2941056	4577016	0.84679	4582788	1.03505	4588592	1.10889	4577016	21042.9976735672	4582788	24268.3928312642	4588592	2652252.25225225	4593568	16794	4599356	47329	4605159	2328310	4593568	0.84738	4599356	1.03551	4605159	1.10938	4593568	19818.7353961623	4599356	45705.9806279032	4605159	2098748.85070941	4610135	24034	4615923	19121	4621726	1617257	4610135	0.8468	4615923	1.03607	4621726	1.10904	4610135	28382.1445441663	4615923	18455.3167257039	4621726	1458249.47702518
40	4680445	17650	4686232	17562	4692051	3298228	4680445	0.84786	4686232	1.03539	4692051	1.1098	4680445	20817.1160333074	4686232	16961.7245675543	4692051	2971912.05622635	4697027	17361	4702799	27491	4708603	2740751	4697027	0.84745	4702799	1.03725	4708603	1.10896	4697027	20486.1643754794	4702799	26503.7358399614	4708603	2471460.64781417	4713579	14806	4719351	56437	4725139	2103362	4713579	0.84732	4719351	1.03634	4725139	1.10916	4713579	17473.9177642449	4719351	54457.9964104444	4725139	1896355.80078618	4730115	22982	4735887	22117	4741690	1520477	4730115	0.8472	4735887	1.03667	4741690	1.10846	4730115	27127.0066100094	4735887	21334.6580879161	4741690	1371702.18140483
41	4800456	17287	4806243	19723	4812046	3130840	4800456	0.84725	4806243	1.03605	4812046	1.10922	4800456	20403.6588964296	4806243	19036.7260267362	4812046	2822559.99711509	4817023	16644	4822810	30348	4828614	2533295	4817023	0.84781	4822810	1.03654	4828614	1.10906	4817023	19631.7571153914	4822810	29278.1754683852	4828614	2284182.10015689	4833574	13420	4839362	66889	4845165	1899108	4833574	0.8473	4839362	1.03506	4845165	1.10817	4833574	15838.5459695503	4839362	64623.306861438	4845165	1713733.45244863	4850126	22534	4855914	25818	4861717	1421385	4850126	0.84804	4855914	1.03545	4861717	1.10933	4850126	26571.8598179331	4855914	24934.0866290019	4861717	1281300.4245806
42	4920467	16599	4926254	21972	4932057	2961899	4920467	0.84761	4926254	1.03589	4932057	1.10868	4920467	19583.2989228537	4926254	21210.7463147632	4932057	2671554.46116102	4937034	16442	4942821	33845	4948625	2341010	4937034	0.84775	4942821	1.03635	4948625	1.10964	4937034	19394.8687702743	4942821	32657.8858493752	4948625	2109702.2457734	4953601	12421	4959389	79344	4965176	1743197	4953601	0.8473	4959389	1.03555	4965176	1.10992	4953601	14659.5066682403	4959389	76620.1535415963	4965176	1570560.9413291	4970168	21484	4975956	29958	4981759	1321772	4970168	0.84747	4975956	1.0365	4981759	1.10834	4970168	25350.7498790518	4975956	28903.0390738061	4981759	1192569.06725373
43	5040478	16614	5046265	24176	5052084	2802269	5040478	0.84814	5046265	1.03609	5052084	1.11047	5040478	19588.7471408022	5046265	23333.8802613673	5052084	2523498.15843742	5057045	15592	5062832	36694	5068636	2156984	5057045	0.84814	5062832	1.03644	5068636	1.10945	5057045	18383.7573985427	5062832	35403.8825209371	5068636	1944192.1672901	5073612	11401	5079400	93288	5085203	1620276	5073612	0.84814	5079400	1.0367	5085203	1.10896	5073612	13442.3562147759	5079400	89985.5310118646	5085203	1461077.04515943	5090179	20409	5095967	35224	5101770	1223593	5090179	0.8482	5095967	1.03619	5101770	1.10895	5090179	24061.5420891299	5095967	33993.7656221349	5101770	1103379.77365977
44	5160489	16469	5166276	26868	5172079	2640312	5160489	0.84769	5166276	1.03627	5172079	1.10937	5160489	19428.0928169496	5166276	25927.6057398168	5172079	2380010.27610265	5177056	14865	5182843	39650	5188631	1995384	5177056	0.84802	5182843	1.03684	5188631	1.10938	5177056	17529.0677106672	5182843	38241.1943983643	5188631	1798647.89341795	5193607	10600	5199395	107723	5205198	1529106	5193607	0.84797	5199395	1.03638	5205198	1.10972	5193607	12500.4422326262	5199395	103941.604430807	5205198	1377920.55653678	5210159	19613	5215947	41059	5221734	1140400	5210159	0.84867	5215947	1.03638	5221734	1.10909	5210159	23110.2784356699	5215947	39617.7077905788	5221734	1028230.35100848
45	5280500	16002	5286303	29071	5292090	2496189	5280500	0.84674	5286303	1.03687	5292090	1.11105	5280500	18898.3631339018	5286303	28037.2660024883	5292090	2246693.66815175	5297067	14514	5302854	42382	5308658	1856409	5297067	0.84823	5302854	1.03657	5308658	1.10952	5297067	17110.9251028613	5302854	40886.7707921317	5308658	1673164.0709496	5313634	9941	5319422	124543	5325225	1472080	5313634	0.84886	5319422	1.03612	5325225	1.1092	5313634	11711.0006361473	5319422	120201.328031502	5325225	1327154.70609448	5330201	18361	5335989	47703	5341792	1064439	5330201	0.848	5335989	1.03595	5341792	1.11014	5330201	21652.1226415094	5335989	46047.5891693614	5341792	958833.120147009
46	5400511	16215	5406298	247272	5412101	2370171	5400511	0.84789	5406298	1.03667	5412101	1.11015	5400511	19123.9429642996	5406298	238525.278053768	5412101	2135000.67558438	5417078	15201	5422865	595258	5428669	1741805	5417078	0.84759	5422865	1.03624	5428669	1.10932	5417078	17934.3786500549	5422865	574440.284104069	5428669	1570155.59081239	5433645	9568	5439417	139677	5445220	1439886	5433645	0.84801	5439417	1.03615	5445220	1.11105	5433645	11282.8858150258	5439417	134803.841142692	5445220	1295968.67827731	5450181	17586	5455969	54913	5461772	1001761	5450181	0.84795	5455969	1.03661	5461772	1.11001	5450181	20739.4303909429	5455969	52973.6352147867	5461772	902479.256943631
47	5520522	15831	5526309	250602	5532112	2225078	5520522	0.848	5526309	1.0371	5532112	1.10942	5520522	18668.6320754717	5526309	241637.257737923	5532112	2005622.75783743	5537089	14837	5542876	611228	5548680	1644643	5537089	0.84806	5542876	1.03633	5548680	1.1077	5537089	17495.2243945004	5542876	589800.546158077	5548680	1484736.84210526	5553672	10814	5559459	1168083	5565262	1411714	5553672	0.84776	5559459	1.03672	5565262	1.10988	5553672	12755.9686703784	5559459	1126710.20140443	5565262	1271951.92273039	5570239	18131	5576026	521565	5581814	954934	5570239	0.84844	5576026	1.03599	5581814	1.10873	5570239	21369.8081184291	5576026	503445.979208294	5581814	861286.336619376
48	5640533	15416	5646320	250220	5652123	2112584	5640533	0.847	5646320	1.03533	5652123	1.10885	5640533	18200.7083825266	5646320	241681.396269788	5652123	1905202.687469	5657100	14644	5662887	613824	5668691	1564678	5657100	0.84779	5662887	1.0364	5668691	1.10882	5657100	17273.1454723457	5662887	592265.534542648	5668691	1411119.9292942	5673667	10533	5679455	1173001	5685242	1410786	5673667	0.84763	5679455	1.0356	5685242	1.10925	5673667	12426.4124677041	5679455	1132677.67477791	5685242	1271837.72819473	5690234	17297	5696022	523816	5701825	909988	5690234	0.84774	5696022	1.03577	5701825	1.10799	5690234	20403.6614999882	5696022	505726.174729911	5701825	821296.221085028
49	5760544	15432	5766316	250839	5772119	2020441	5760544	0.84635	5766316	1.03524	5772119	1.10957	5760544	18233.5913038341	5766316	242300.336153935	5772119	1820922.51953459	5777095	14410	5782883	614156	5788686	1503491	5777095	0.84775	5782883	1.03701	5788686	1.10956	5777095	16997.9357121793	5782883	592237.297615259	5788686	1355033.52680342	5793678	10370	5799450	1177475	5805238	1427233	5793678	0.84786	5799450	1.0357	5805238	1.10911	5793678	12230.7928195693	5799450	1136888.09500821	5805238	1286827.27592394	5810214	17092	5816002	525806	5821789	878612	5810214	0.84766	5816002	1.03563	5821789	1.10865	5810214	20163.7448977184	5816002	507716.076204822	5821789	792506.201235737
50	5880555	15061	5886358	251289	5892161	1937342	5880555	0.84786	5886358	1.036	5892161	1.10951	5880555	17763.5458684217	5886358	242556.94980695	5892161	1746123.96463304	5897137	14313	5902925	614288	5908728	1456206	5897137	0.84789	5902925	1.03582	5908728	1.10931	5897137	16880.7274528536	5902925	593045.123670136	5908728	1312713.30827271	5913689	10441	5919477	1179118	5925280	1448873	5913689	0.84797	5919477	1.03646	5925280	1.10895	5913689	12312.9355991368	5919477	1137639.65806688	5925280	1306526.89481041	5930256	16433	5936044	526221	5941847	858758	5930256	0.84774	5936044	1.03612	5941847	1.11007	5930256	19384.4810909005	5936044	507876.500791414	5941847	773607.069824426
51	6000566	15233	6006353	252862	6012156	1872951	6000566	0.84727	6006353	1.03741	6012156	1.10923	6000566	17978.920533006	6006353	243743.553657667	6012156	1688514.55514186	6017133	14254	6022920	614773	6028739	1416428	6017133	0.84777	6022920	1.03631	6028739	1.10973	6017133	16813.5225355934	6022920	593232.719939015	6028739	1276371.73006047	6033716	9963	6039488	1185977	6045275	1489235	6033716	0.84809	6039488	1.03586	6045275	1.10917	6033716	11747.5739603108	6039488	1144920.16295638	6045275	1342657.12199212	6050267	16055	6056055	528278	6061858	845281	6050267	0.84741	6056055	1.03566	6061858	1.10828	6050267	18945.9647632197	6056055	510088.252901531	6061858	762696.250045115
52	6120577	15119	6126364	252014	6132167	1818247	6120577	0.84811	6126364	1.0367	6132167	1.11012	6120577	17826.6970086428	6126364	243092.505064146	6132167	1637883.29189637	6137144	14140	6142916	619035	6148735	1382405	6137144	0.84806	6142916	1.03659	6148735	1.10935	6137144	16673.3485838266	6142916	597184.036118427	6148735	1246139.63131564	6153711	9807	6159483	1188354	6165286	1530570	6153711	0.84848	6159483	1.03522	6165286	1.10949	6153711	11558.3160475203	6159483	1147924.11274898	6165286	1379525.72803721	6170263	15692	6176050	528697	6181869	841215	6170263	0.8481	6176050	1.036	6181869	1.11013	6170263	18502.5350784106	6176050	510325.28957529	6181869	757762.604379667
53	6240588	14937	6246375	251795	6252178	1765201	6240588	0.84814	6246375	1.03614	6252178	1.10893	6240588	17611.4792369184	6246375	243012.527264655	6252178	1591805.61442111	6257155	14375	6262943	619508	6268746	1353872	6257155	0.8475	6262943	1.03598	6268746	1.10933	6257155	16961.6519174041	6262943	597992.239232418	6268746	1220441.16719101	6273738	9679	6279510	1186110	6285313	1585840	6273738	0.84866	6279510	1.03691	6285313	1.10877	6273738	11405.0385313317	6279510	1143889.05498066	6285313	1430269.57800085	6290289	15600	6296077	526212	6301880	839311	6290289	0.84799	6296077	1.03595	6301880	1.10966	6290289	18396.4433542848	6296077	507951.15594382	6301880	756367.716237406
54	6360599	14779	6366386	251891	6372189	1728751	6360599	0.84851	6366386	1.0374	6372189	1.11054	6360599	17417.5908357002	6366386	242809.909388857	6372189	1556676.03148018	6377166	14243	6382938	615816	6388741	1334957	6377166	0.84813	6382938	1.03659	6388741	1.11031	6377166	16793.4161036634	6382938	594078.661765983	6388741	1202328.17861678	6393733	9733	6399505	1183126	6405308	1652709	6393733	0.84827	6399505	1.03749	6405308	1.10993	6393733	11473.9410800806	6399505	1140373.40118941	6405308	1489020.92924779	6410285	15596	6416088	527137	6421876	844736	6410285	0.84801	6416088	1.03722	6421876	1.10984	6410285	18391.2925555123	6416088	508221.013863983	6421876	761133.136307936
55	6480610	14938	6486397	251148	6492201	1694873	6480610	0.84786	6486397	1.03705	6492201	1.11076	6480610	17618.4747481896	6486397	242175.401378911	6492201	1525867.87424826	6497177	14065	6502965	615145	6508783	1311690	6497177	0.8483	6502965	1.0368	6508783	1.11086	6497177	16580.2192620535	6502965	593311.149691358	6508783	1180787.85805592	6513760	9789	6519532	1181524	6525335	1725159	6513760	0.84793	6519532	1.0363	6525335	1.11052	6513760	11544.5850482941	6519532	1140137.02595773	6525335	1553469.54579837	6530296	15239	6536083	526254	6541887	855157	6530296	0.84792	6536083	1.03641	6541887	1.11101	6530296	17972.2143598453	6536083	507766.231510696	6541887	769711.34373228
56	6600621	14646	6606408	250783	6612212	1658414	6600621	0.84702	6606408	1.03683	6612212	1.1101	6600621	17291.2091804208	6606408	241874.752852444	6612212	1493932.07819115	6617204	14258	6622991	617797	6628779	1292534	6617204	0.84852	6622991	1.03684	6628779	1.11012	6617204	16803.375288738	6622991	595846.032174685	6628779	1164319.17270205	6633755	9698	6639543	1181192	6645346	1810258	6633755	0.84835	6639543	1.03721	6645346	1.11078	6633755	11431.6025225438	6639543	1138816.63308298	6645346	1629717.85592106	6650322	15359	6656110	526537	6661913	870113	6650322	0.84858	6656110	1.03687	6661913	1.1094	6650322	18099.648825096	6656110	507813.901453413	6661913	784309.536686497
57	6720632	14636	6726419	251860	6732223	1637071	6720632	0.84778	6726419	1.03711	6732223	1.11053	6720632	17263.912807568	6726419	242847.913914628	6732223	1474134.87253834	6737199	14213	6742987	617486	6748774	1275827	6737199	0.84867	6742987	1.03798	6748774	1.11116	6737199	16747.3811964603	6742987	594892.001772674	6748774	1148193.7794737	6753766	9774	6759538	1182526	6765341	1904751	6753766	0.84883	6759538	1.03775	6765341	1.1111	6753766	11514.6731383198	6759538	1139509.51577933	6765341	1714293.04293043	6770318	15098	6776105	527597	6781909	888666	6770318	0.84887	6776105	1.0368	6781909	1.11031	6770318	17785.9978559732	6776105	508870.563271605	6781909	800376.471435906
58	6840643	14747	6846430	251636	6852234	1613980	6840643	0.8488	6846430	1.03786	6852234	1.11089	6840643	17373.9396795476	6846430	242456.593374829	6852234	1452871.12135315	6857210	14187	6862998	618114	6868801	1258846	6857210	0.84922	6862998	1.03735	6868801	1.11071	6857210	16705.9183721533	6862998	595858.678363137	6868801	1133370.54676738	6873762	9748	6879534	1182591	6885337	1998195	6873762	0.84865	6879534	1.03822	6885337	1.11034	6873762	11486.4785247157	6879534	1139056.26938414	6885337	1799624.43936092	6890313	15100	6896101	526086	6901904	913268	6890313	0.8488	6896101	1.03741	6901904	1.11102	6890313	17789.8209236569	6896101	507114.834057894	6901904	822008.604705586
59	6960654	14703	6966441	252036	6972245	1588876	6960654	0.84925	6966441	1.03764	6972245	1.11119	6960654	17312.9231675007	6966441	242893.489071354	6972245	1429886.87803166	6977221	14049	6983009	618496	6988812	1244486	6977221	0.84903	6983009	1.03775	6988812	1.11115	6977221	16547.1184763789	6983009	595997.10913033	6988812	1119998.200063	6993788	9628	6999576	1183316	7005379	2107814	6993788	0.84863	6999576	1.03817	7005379	1.1109	6993788	11345.3448499346	6999576	1139809.47243708	7005379	1897393.10468989	7010355	15001	7016143	527809	7021946	937776	7010355	0.84934	7016143	1.03847	7021946	1.11027	7010355	17661.9492782631	7016143	508256.37717026	7021946	844637.790807641
60	7080665	14426	7086437	251397	7092256	1573891	7080665	0.84828	7086437	1.03786	7092256	1.11052	7080665	17006.1772056396	7086437	242226.311833966	7092256	1417255.88012823	7097232	14495	7103020	619413	7108807	1231849	7097232	0.84925	7103020	1.03845	7108807	1.11113	7097232	17068.0011775096	7103020	596478.405315615	7108807	1108645.2530307	7113799	9800	7119571	1183050	7125374	2215217	7113799	0.85005	7119571	1.03717	7125374	1.11059	7113799	11528.7336039057	7119571	1140651.96640859	7125374	1994630.78183668	7130351	15179	7136123	525754	7141926	970221	7130351	0.849	7136123	1.0374	7141926	1.1105	7130351	17878.6808009423	7136123	506799.691536534	7141926	873679.423683026
61	7200676	14349	7206463	250834	7212267	1556810	7200676	0.84881	7206463	1.0378	7212267	1.11211	7200676	16904.8432511398	7206463	241697.822316439	7212267	1399870.51640575	7217243	14501	7223031	618798	7228834	1217044	7217243	0.84966	7223031	1.03853	7228834	1.11157	7217243	17066.8267306923	7223031	595840.274233773	7228834	1094887.41149905	7233795	9676	7239567	1179713	7245370	2318108	7233795	0.84939	7239567	1.03817	7245370	1.11107	7233795	11391.7046350911	7239567	1136338.94256239	7245370	2086374.39585265	7250346	14961	7256118	527900	7261921	1005163	7250346	0.84887	7256118	1.03843	7261921	1.11091	7250346	17624.6068302567	7256118	508363.587338578	7261921	904810.470695196
62	7320687	14459	7326474	250937	7332278	1541833	7320687	0.84983	7326474	1.03922	7332278	1.11123	7320687	17013.9910335008	7326474	241466.676930775	7332278	1387501.2373676	7337254	14526	7343026	618362	7348829	1201566	7337254	0.84933	7343026	1.03865	7348829	1.11058	7337254	17102.8928684963	7343026	595351.658402734	7348829	1081926.56089611	7353806	9769	7359593	1183417	7365396	2422837	7353806	0.84989	7359593	1.03882	7365396	1.11086	7353806	11494.4286907717	7359593	1139193.50801871	7365396	2181046.21644492	7370373	14880	7376160	526666	7381964	1042936	7370373	0.84909	7376160	1.03889	7381964	1.11083	7370373	17524.6440306681	7376160	506950.687753275	7381964	938879.936623966
